max_bitrate,regulator_max_bitrate,fec,redundancy,chunk_duration,chunk_max_packets,repair,write_method,max_payload,rcvbuf_size,tx_bytes,tx_packets,OutDatagrams,SndbufErrors,rx_bytes,rx_packets,InDatagrams,InErrors,NoPorts,RcvbufErrors,InCsumErrors,IgnoredMulti,MemErrors,details_uuid,success,returncode,duration
1000000000,0,,,,,,main,65507,,127934818,85869,1909,0,127934818,85869,1909,0,0,0,0,0,0,9df7d15cd172,1,0,1.4685
0,0,,,,,,defer,65507,,127934818,85869,1909,0,127934818,85869,1909,0,0,0,0,0,0,774bf20a1c96,1,0,1.4154
0,0,,,,,,helper,65507,,127934818,85869,1909,0,127934818,85869,1909,0,0,0,0,0,0,461adc673f35,1,0,1.3812
0,0,,,,,,asyncio,65507,,127934818,85869,1909,0,127934818,85869,1909,0,0,0,0,0,0,9ea9346287ce,1,0,1.4142
0,0,,,,,,main,65507,,127934818,85869,1909,0,127934818,85869,1909,0,0,0,0,0,0,25cafa899abe,1,0,1.3787
500000000,0,,,,,,defer,65507,,127934818,85869,1909,0,127934818,85869,1909,0,0,0,0,0,0,9eeb78974d1d,1,0,2.5513
500000000,0,,,,,,helper,65507,,127934818,85869,1909,0,127934818,85869,1909,0,0,0,0,0,0,fc369838981f,1,0,2.5147
500000000,0,,,,,,asyncio,65507,,127934818,85869,1909,0,127934818,85869,1909,0,0,0,0,0,0,d3639139ff42,1,0,2.6351
500000000,0,,,,,,main,65507,,127934818,85869,1909,0,127934818,85869,1893,16,0,16,0,0,0,84fa3ff9f539,0,0,2.5176
750000000,0,,,,,,defer,65507,,127934818,85869,1909,0,127934818,85869,1909,0,0,0,0,0,0,45147626cf69,1,0,1.8420
750000000,0,,,,,,helper,65507,,127934818,85869,1909,0,127934818,85869,1909,0,0,0,0,0,0,85436b82aa7e,1,0,1.8084
750000000,0,,,,,,asyncio,65507,,127934818,85869,1909,0,127934818,85869,1909,0,0,0,0,0,0,e1ce09db3d04,1,0,2.0120
750000000,0,,,,,,main,65507,,127934818,85869,1909,0,127934818,85869,1909,0,0,0,0,0,0,872735a40596,1,0,1.8088
1000000000,0,,,,,,defer,65507,,127934818,85869,1909,0,127934818,85869,1909,0,0,0,0,0,0,f1efff09a9b5,1,0,1.5081
1000000000,0,,,,,,helper,65507,,127934818,85869,1909,0,127934818,85869,1909,0,0,0,0,0,0,6d3047481ca4,1,0,1.4682
1000000000,0,,,,,,asyncio,65507,,127934818,85869,1909,0,127934818,85869,1909,0,0,0,0,0,0,14ed11a50533,1,0,1.6250
1000000000,0,,,,,,main,65507,,127934818,85869,1909,0,127934818,85869,1909,0,0,0,0,0,0,d7cb7f61d819,1,0,1.4680
0,0,,,,,,defer,65507,,127934818,85869,1909,0,127934818,85869,1909,0,0,0,0,0,0,ce04dc0bf35f,1,0,1.4100
0,0,,,,,,helper,65507,,127934818,85869,1909,0,127934818,85869,1909,0,0,0,0,0,0,23ccef04d2a1,1,0,1.3804
0,0,,,,,,asyncio,65507,,127934818,85869,1909,0,127934818,85869,1909,0,0,0,0,0,0,57be09be4979,1,0,1.4030
0,0,,,,,,main,65507,,127934818,85869,1909,0,127934818,85869,1909,0,0,0,0,0,0,ffdb11ef04ad,1,0,1.3786
500000000,0,,,,,,defer,65507,,127934818,85869,1909,0,127934818,85869,1909,0,0,0,0,0,0,1a686c9c170a,1,0,2.5544
500000000,0,,,,,,helper,65507,,127934818,85869,1909,0,127934818,85869,1909,0,0,0,0,0,0,7245fc47d883,1,0,2.5174
500000000,0,,,,,,asyncio,65507,,127934818,85869,1909,0,127934818,85869,1909,0,0,0,0,0,0,f9f62e12aa29,1,0,2.6175
500000000,0,,,,,,main,65507,,127934818,85869,1909,0,127934818,85869,1893,16,0,16,0,0,0,0b2d20c634b4,0,0,2.5183
750000000,0,,,,,,defer,65507,,127934818,85869,1909,0,127934818,85869,1909,0,0,0,0,0,0,6721d49fd498,1,0,1.8422
750000000,0,,,,,,helper,65507,,127934818,85869,1909,0,127934818,85869,1909,0,0,0,0,0,0,fc34ead8d8ef,1,0,1.8074
750000000,0,,,,,,asyncio,65507,,127934818,85869,1909,0,127934818,85869,1909,0,0,0,0,0,0,817361f2ac4f,1,0,2.0098
750000000,0,,,,,,main,65507,,127934818,85869,1909,0,127934818,85869,1883,26,0,26,0,0,0,670b04a46889,0,0,1.8101
1000000000,0,,,,,,defer,65507,,127934818,85869,1909,0,127934818,85869,1909,0,0,0,0,0,0,3569f23bd379,1,0,1.5249
1000000000,0,,,,,,helper,65507,,127934818,85869,1909,0,127934818,85869,1909,0,0,0,0,0,0,0ef9375abdd2,1,0,1.4707
1000000000,0,,,,,,asyncio,65507,,127934818,85869,1909,0,127934818,85869,1909,0,0,0,0,0,0,f359482f40f6,1,0,1.6120
1000000000,0,,,,,,main,65507,,127934818,85869,1909,0,127934818,85869,1909,0,0,0,0,0,0,56ab71ed9e1f,1,0,1.4700
0,0,,,,,,defer,65507,,127934818,85869,1909,0,127934818,85869,1909,0,0,0,0,0,0,e646439a63fe,1,0,1.4132
0,0,,,,,,helper,65507,,127934818,85869,1909,0,127934818,85869,1909,0,0,0,0,0,0,3b9221181167,1,0,1.3786
0,0,,,,,,asyncio,65507,,127934818,85869,1909,0,127934818,85869,1909,0,0,0,0,0,0,b77302f9bcf6,1,0,1.4175
0,0,,,,,,main,65507,,127934818,85869,1909,0,127934818,85869,1909,0,0,0,0,0,0,76d9083aed47,1,0,1.4117
500000000,0,,,,,,defer,65507,,127934818,85869,1909,0,127934818,85869,1909,0,0,0,0,0,0,afdfd0588b10,1,0,2.5485
500000000,0,,,,,,helper,65507,,127934818,85869,1909,0,127934818,85869,1909,0,0,0,0,0,0,3fd7f0ce98dc,1,0,2.5203
500000000,0,,,,,,asyncio,65507,,127934888,85870,1909,0,127934818,85869,1909,0,0,0,0,0,0,a555f5dda91a,1,0,2.6152
500000000,0,,,,,,main,65507,,127934818,85869,1909,0,127934818,85869,1893,16,0,16,0,0,0,da8f20622850,0,0,2.5109
750000000,0,,,,,,defer,65507,,127934818,85869,1909,0,127934818,85869,1909,0,0,0,0,0,0,de44aeeba9c9,1,0,1.8449
750000000,0,,,,,,helper,65507,,127934818,85869,1909,0,127934818,85869,1909,0,0,0,0,0,0,9ee0f5d41874,1,0,1.8063
750000000,0,,,,,,asyncio,65507,,127934818,85869,1909,0,127934818,85869,1909,0,0,0,0,0,0,18c645204285,1,0,2.0139
750000000,0,,,,,,main,65507,,127934818,85869,1909,0,127934818,85869,1883,26,0,26,0,0,0,c26500c13e10,0,0,1.8056
1000000000,0,,,,,,defer,65507,,127934818,85869,1909,0,127934818,85869,1909,0,0,0,0,0,0,d470da6a380d,1,0,1.5020
1000000000,0,,,,,,helper,65507,,127934818,85869,1909,0,127934818,85869,1909,0,0,0,0,0,0,a4478f94baf7,1,0,1.4690
1000000000,0,,,,,,asyncio,65507,,127934818,85869,1909,0,127934818,85869,1909,0,0,0,0,0,0,c51bbd24affb,1,0,1.6064
1000000000,0,,,,,,main,65507,,127934818,85869,1909,0,127934818,85869,1909,0,0,0,0,0,0,d2158d79556e,1,0,1.4668
0,0,,,,,,defer,65507,,127934818,85869,1909,0,127934818,85869,1909,0,0,0,0,0,0,8876f56ba4d2,1,0,1.4163
0,0,,,,,,helper,65507,,127934818,85869,1909,0,127934818,85869,1909,0,0,0,0,0,0,a692e30a149a,1,0,1.3816
0,0,,,,,,asyncio,65507,,127934818,85869,1909,0,127934818,85869,1909,0,0,0,0,0,0,8732cf38cee4,1,0,1.4103
0,0,,,,,,main,65507,,127934818,85869,1909,0,127934818,85869,1909,0,0,0,0,0,0,3f9a62846641,1,0,1.3745
500000000,0,,,,,,defer,65507,,127934818,85869,1909,0,127934818,85869,1909,0,0,0,0,0,0,33854df0637e,1,0,2.5510
500000000,0,,,,,,helper,65507,,127934818,85869,1909,0,127934818,85869,1909,0,0,0,0,0,0,82efc8a1804f,1,0,2.5160
500000000,0,,,,,,asyncio,65507,,127934818,85869,1909,0,127934818,85869,1909,0,0,0,0,0,0,f5192afb1f07,1,0,2.6227
500000000,0,,,,,,main,65507,,127934818,85869,1909,0,127934818,85869,1893,16,0,16,0,0,0,4f81ee3b65ff,0,0,2.5132
750000000,0,,,,,,defer,65507,,127934818,85869,1909,0,127934818,85869,1909,0,0,0,0,0,0,01793ccb8139,1,0,1.8395
750000000,0,,,,,,helper,65507,,127934818,85869,1909,0,127934818,85869,1909,0,0,0,0,0,0,009322a2d93e,1,0,1.8132
750000000,0,,,,,,asyncio,65507,,127934818,85869,1909,0,127934818,85869,1909,0,0,0,0,0,0,c3db2d4604af,1,0,2.0158
750000000,0,,,,,,main,65507,,127934818,85869,1909,0,127934818,85869,1884,25,0,25,0,0,0,348cf1f6e3ca,0,0,1.8113
1000000000,0,,,,,,defer,65507,,127934818,85869,1909,0,127934818,85869,1909,0,0,0,0,0,0,e18d8969adbe,1,0,1.5003
1000000000,0,,,,,,helper,65507,,127934818,85869,1909,0,127934818,85869,1909,0,0,0,0,0,0,a441a1cd1385,1,0,1.4680
1000000000,0,,,,,,asyncio,65507,,127934818,85869,1909,0,127934818,85869,1909,0,0,0,0,0,0,13644b9134b8,1,0,1.5991
1000000000,0,,,,,,main,65507,,127934818,85869,1909,0,127934818,85869,1909,0,0,0,0,0,0,a6e5b994b5c3,1,0,1.4681
0,0,,,,,,defer,65507,,127934818,85869,1909,0,127934818,85869,1909,0,0,0,0,0,0,7ac2bacb82dd,1,0,1.4139
0,0,,,,,,helper,65507,,127934818,85869,1909,0,127934818,85869,1909,0,0,0,0,0,0,4469245ac16d,1,0,1.3774
